order,family,genus,species,brain_mass,body_mass,common_name
Chiroptera,Pteropodidae,Dobsonia,inermis,2.7,149.5,Solomons Naked-backed Fruit Bat
Chiroptera,Phyllostomidae,Vampyrum,spectrum,2.8685,181,Spectral Bat
Chiroptera,Pteropodidae,Dobsonia,praedatrix,2.97488,190.52,New Britain Naked-backed Fruit Bat
Chiroptera,Pteropodidae,Dobsonia,moluccensis,4.43,325,Moluccan Naked-backed Fruit Bat
Chiroptera,Pteropodidae,Eidolon,helvum,4.4325,266.75,African Straw-colored Fruit Bat
Chiroptera,Pteropodidae,Pteropus,temminckii,4.89,250,Temminck's Flying Fox
Chiroptera,Pteropodidae,Pteropus,mahaganus,5.28,465,Sanborn's Flying Fox
Chiroptera,Pteropodidae,Pteropus,hypomelanus,5.302,390,Variable Flying Fox
Chiroptera,Pteropodidae,Pteropus,scapulatus,5.36,375,Little Red Flying Fox
Chiroptera,Pteropodidae,Pteropus,samoensis,5.792,310,Samoa flying fox
Chiroptera,Pteropodidae,Pteropus,tonganus,6.075,428.75,Pacific Flying Fox
Chiroptera,Pteropodidae,Pteropus,lylei,6.12967,316.67,Lyle's Flying Fox
Chiroptera,Pteropodidae,Pteropus,macrotis,6.12967,366,Big-eared Flying Fox
Chiroptera,Pteropodidae,Pteropus,alecto,7.03967,595,Black Flying Fox
Chiroptera,Pteropodidae,Pteropus,poliocephalus,7.2298,695,Gray-headed Flying Fox
Chiroptera,Pteropodidae,Pteropus,rufus,7.25,338.83,Madagascan flying fox
Chiroptera,Pteropodidae,Pteropus,giganteus,7.78,577,Indian Flying Fox
Chiroptera,Pteropodidae,Pteropus,conspicillatus,8.35,750,Spectacled Flying Fox
Chiroptera,Pteropodidae,Pteropus,neohibernicus,9.114,840,Great Flying Fox
Cingulata,Dasypodidae,Dasypus,novemcinctus,8.5,2743.5,Nine-banded Armadillo
Cingulata,Dasypodidae,Cabassous,unicinctus,23.68,3930,Southern Naked-tailed Armadillo
Cingulata,Dasypodidae,Zaedyus,pichiy,7.98,1740,Pichi
Cingulata,Dasypodidae,Tolypeutes,matacus,8.86,1200,Southern Three-banded Armadillo
Cingulata,Dasypodidae,Chaetophractus,villosus,16.4,2948,Big Hairy Armadillo
Cingulata,Dasypodidae,Euphractus,sexcinctus,33.5,7990,Six-banded Armadillo
Cingulata,Dasypodidae,Priodontes,maximus,81,60000,Giant Armadillo
Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,0.14,6.05,Narrow-nosed Planigale
Dasyuromorphia,Dasyuridae,Planigale,ingrami,0.15,4.25,Long-tailed Planigale
Dasyuromorphia,Dasyuridae,Planigale,gilesi,0.17,9.2,Paucident Planigale
Dasyuromorphia,Dasyuridae,Planigale,maculata,0.2,11,Pygmy Planigale
Dasyuromorphia,Dasyuridae,Ningaui,ridei,0.24,9,Wongai Ningaui
Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,0.26,8,Southern Ningaui
Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,0.27,14.9,New Guinean Planigale
Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,0.34,46,Red-cheeked Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,bindi,0.35,13,Kakadu Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,0.35,55,Julia Creek Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,0.36,15,Fat-tailed Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,0.4,20,Stripe-faced Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,0.41,19,Hairy-footed Dunnart
Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,0.41,22.5,White-footed Dunnart
Dasyuromorphia,Dasyuridae,Pseudantechinus,roryi,0.42,23.5,Rory Cooper s False Antechinus
Dasyuromorphia,Dasyuridae,Sminthopsis,murina,0.44,17,Slender-tailed Dunnart
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,0.47,25,Eastern Jerboa marsupial
Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,0.49,17.5,Gray-bellied Dunnart
Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,0.49,32.5,Fat-tailed False Antechinus
Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,0.54,35,Little Red Kaluta
Dasyuromorphia,Dasyuridae,Antechinus,agilis,0.56,24,Agile Antechinus
Dasyuromorphia,Dasyuridae,Antechinus,bellus,0.63,45,Fawn Antechinus
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,0.64,45,Yellow-footed Antechinus
Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,0.65,27.5,Sandstone Dibbler
Dasyuromorphia,Dasyuridae,Murexechinus,melanurus,0.65,31,Black-tailed Dasyure
Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,0.72,28.5,Subtropical Antechinus
Dasyuromorphia,Dasyuridae,Antechinus,minimus,0.74,53.5,Swamp Antechinus
Dasyuromorphia,Dasyuridae,Antechinus,leo,0.75,74,Cinnamon Antechinus
Dasyuromorphia,Dasyuridae,Antechinus,stuartii,0.76,27.5,Brown Antechinus
Dasyuromorphia,Dasyuridae,Phascomurexia,naso,0.77,48.5,Long-nosed Dasyure
Dasyuromorphia,Dasyuridae,Phascogale,calura,0.91,51.5,Red-tailed Phascogale
Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,1.09,53,Dusky Antechinus
Dasyuromorphia,Dasyuridae,Paramurexia,rothschildi,1.09,62,Broad-striped Dasyure
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,1.11,47.5,Narrow-striped Marsupial Shrew
Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,1.2,69,Dibbler
Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,1.24,90,Mulgara
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,1.5,110,Kowari
Dasyuromorphia,Dasyuridae,Murexia,longicaudata,1.68,78,Short-furred Dasyure
Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,1.81,193.5,Brush-tailed Phascogale
Dasyuromorphia,Dasyuridae,Myoictis,melas,2.05,91,Three-striped Dasyure
Dasyuromorphia,Dasyuridae,Neophascogale,lorentzi,2.45,212,Speckled Dasyure
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,3.38,525,Northern Quoll
Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,3.79,627,New Guinean Quoll
Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,4.25,471.5,Numbat
Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,5.17,1100,Western Quoll
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,5.33,1090,Eastern Quoll
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,9.41,5500,Tiger Quoll
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,16.09,8000,Tasmanian Devil
Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,51.19,29500,Tasmanian tiger
Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,5.3,487,Bronze Quoll
Didelphimorphia,Didelphidae,Marmosa,robinsoni,0.7,60,Robinson s Mouse Opossum
Didelphimorphia,Didelphidae,Thylamys,elegans,0.71,25,Elegant Fat-tailed Mouse Opossum
Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,0.9,70,Northern Red-sided Opossum
Didelphimorphia,Didelphidae,Marmosa,mexicana,1,49.5,Mexican Mouse Opossum
Didelphimorphia,Didelphidae,Marmosa,murina,1.1,45,Linnaeus s Mouse Opossum
Didelphimorphia,Didelphidae,Marmosa,rubra,1.2,61,Red Mouse Opossum
Didelphimorphia,Didelphidae,Caluromys,derbianus,3.4,318,Derby s Woolly Opossum
Didelphimorphia,Didelphidae,Caluromys,philander,3.5,188.5,Bare-tailed Woolly Opossum
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,3.5,300,Brown Four-eyed Opossum
Didelphimorphia,Didelphidae,Philander,opossum,3.83,450,Gray Four-eyed Opossum
Didelphimorphia,Didelphidae,Didelphis,marsupialis,6.35,1620,Common Opossum
Didelphimorphia,Didelphidae,Didelphis,virginiana,6.72,1900,Virginia Opossum
Didelphimorphia,Didelphidae,Thylamys,pallidior,0.72,20.7,White-bellied Fat-tailed Mouse Opossum
Didelphimorphia,Didelphidae,Caluromys,lanatus,3.1,384,Brown-eared Woolly Opossum
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,3.41,504,Lutrine Opossum
Didelphimorphia,Didelphidae,Chironectes,minimus,5.54,764,Water Opossum
Diprotodontia,Burramyidae,Cercartetus,concinnus,0.3,13,Southwestern Pygmy Possum
Diprotodontia,Acrobatidae,Acrobates,pygmaeus,0.35,12,Feather-tailed Glider
Diprotodontia,Burramyidae,Cercartetus,lepidus,0.36,7,Tasmanian Pygmy Possum
Diprotodontia,Tarsipedidae,Tarsipes,rostratus,0.36,9,Honey possum
Diprotodontia,Burramyidae,Cercartetus,nanus,0.43,24,Eastern Pygmy Possum
Diprotodontia,Burramyidae,Cercartetus,caudatus,0.71,30,Long-tailed Pygmy Possum
Diprotodontia,Acrobatidae,Distoechurus,pennatus,0.94,50,Feather-tailed Possum
Diprotodontia,Burramyidae,Burramys,parvus,1,41.5,Mountain Pygmy Possum
Diprotodontia,Pseudocheiridae,Pseudochirulus,canescens,1.8,300,Lowland Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirulus,mayeri,2.01,151.75,Pygmy Ringtail
Diprotodontia,Petauridae,Petaurus,breviceps,2.09,127.5,Sugar Glider
Diprotodontia,Pseudocheiridae,Pseudochirulus,schlegeli,2.8,274,Vogelkop Ringtail
Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,2.85,133,Leadbeater's Possum
Diprotodontia,Petauridae,Petaurus,norfolcensis,3.02,230,Squirrel Glider
Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,3.15,952.5,Lemur-like Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirulus,caroli,3.2,440,Weyland Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirulus,forbesi,3.36,650,Painted Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirulus,herbertensis,4.32,1115,Herbert River Ringtail
Diprotodontia,Petauridae,Dactylopsila,tatei,4.45,252,Tate s Triok
Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,4.52,900,Common Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirops,albertisii,4.68,784.5,D Albertis  Ringtail
Diprotodontia,Pseudocheiridae,Petauroides,volans,4.69,1700,Greater Glider
Diprotodontia,Pseudocheiridae,Petropseudes,dahli,5.038,2000,Rock-haunting Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirops,coronatus,5.13,1500,Reclusive Ringtail
Diprotodontia,Pseudocheiridae,Pseudochirops,corinnae,5.36,1123,Plush-coated Ringtail
Diprotodontia,Petauridae,Petaurus,australis,5.71,555,Yellow-bellied Glider
Diprotodontia,Petauridae,Dactylopsila,trivirgata,5.83,423,Striped Possum
Diprotodontia,Pseudocheiridae,Pseudochirops,archeri,5.87,1095,Green Ringtail
Diprotodontia,Phalangeridae,Phalanger,lullulae,6.09,1632.5,Woodlark Cuscus
Diprotodontia,Potoroidae,Potorous,platyops,6.3,600,Broad-faced Potoroo
Diprotodontia,Petauridae,Dactylopsila,palpator,6.91,435,Long-fingered Triok
Diprotodontia,Macropodidae,Lagostrophus,fasciatus,7,1750,Banded Hare-wallaby
Diprotodontia,Phalangeridae,Phalanger,ornatus,7.02,1800,Ornate Cuscus
Diprotodontia,Phalangeridae,Phalanger,orientalis,7.37,2500,Northern Common Cuscus
Diprotodontia,Pseudocheiridae,Pseudochirops,cupreus,7.54,1700,Coppery Ringtail
Diprotodontia,Macropodidae,Lagorchestes,hirsutus,7.77,1265,Rufous Hare-wallaby
Diprotodontia,Phalangeridae,Phalanger,mimicus,8.13,2000,Southern Common Cuscus
Diprotodontia,Phalangeridae,Phalanger,carmelitae,8.49,1000,Mountain Cuscus
Diprotodontia,Potoroidae,Bettongia,tropica,8.92,1200,Northern Bettong
Diprotodontia,Potoroidae,Potorous,tridactylus,9.53,1100,Long-nosed Potoroo
Diprotodontia,Phalangeridae,Phalanger,vestitus,9.54,1850,Stein s Cuscus
Diprotodontia,Potoroidae,Bettongia,penicillata,9.56,1300,Woylie
Diprotodontia,Phalangeridae,Phalanger,sericeus,9.96,2003,Silky Cuscus
Diprotodontia,Phalangeridae,Wyulda,squamicaudata,10.1,1675,Scaly-tailed Possum
Diprotodontia,Macropodidae,Onychogalea,lunata,10.2,3500,Crescent Nail-tail Wallaby
Diprotodontia,Potoroidae,Bettongia,lesueur,10.5,1300,Boodie
Diprotodontia,Macropodidae,Petrogale,concinna,11,1350,Nabarlek
Diprotodontia,Phalangeridae,Trichosurus,vulpecula,11,2600,Common Brushtail
Diprotodontia,Potoroidae,Bettongia,gaimardi,11.7,1660,Eastern Bettong
Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,11.8,1696.5,Small Dorcopsis
Diprotodontia,Phalangeridae,Trichosurus,caninus,11.9,2900,Short-eared Possum
Diprotodontia,Potoroidae,Aepyprymnus,rufescens,12.3,2600,Rufous Rat-kangaroo
Diprotodontia,Macropodidae,Lagorchestes,leporides,12.6,3000,Eastern Hare-wallaby
Diprotodontia,Phalangeridae,Phalanger,gymnotis,13,2700,Ground Cuscus
Diprotodontia,Phalangeridae,Spilocuscus,maculatus,13.4,3815,Common Spotted Cuscus
Diprotodontia,Macropodidae,Dorcopsulus,macleayi,13.5,2988,Macleay s Dorcopsis
Diprotodontia,Macropodidae,Setonix,brachyurus,13.9,3250,Quokka
Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,14,3000,Spectacled Hare-wallaby
Diprotodontia,Macropodidae,Onychogalea,fraenata,14.7,4550,Bridled Nail-tail Wallaby
Diprotodontia,Macropodidae,Petrogale,brachyotis,15.75,4050,Short-eared Rock-wallaby
Diprotodontia,Macropodidae,Dorcopsis,atrata,16.7,2050,Black Dorcopsis
Diprotodontia,Macropodidae,Onychogalea,unguifera,16.7,6650,Northern Nail-tail Wallaby
Diprotodontia,Phalangeridae,Spilocuscus,rufoniger,16.8,6000,Black-spotted Cuscus
Diprotodontia,Macropodidae,Petrogale,mareeba,17,4150,Mareeba Rock-wallaby
Diprotodontia,Macropodidae,Petrogale,inornata,17,4600,Unadorned Rock-wallaby
Diprotodontia,Macropodidae,Thylogale,brunii,17.5,3620,Dusky Pademelon
Diprotodontia,Macropodidae,Petrogale,assimilis,17.5,4500,Allied Rock-wallaby
Diprotodontia,Macropodidae,Thylogale,stigmatica,17.8,4600,Red-legged Pademelon
Diprotodontia,Macropodidae,Petrogale,godmani,18,4750,Godman s Rock-wallaby
Diprotodontia,Macropodidae,Thylogale,browni,18.3,5478,Brown s Pademelon
Diprotodontia,Macropodidae,Dendrolagus,bennettianus,18.5,10950,Bennett s Tree-kangaroo
Diprotodontia,Macropodidae,Macropus,parma,18.7,4275,Parma Wallaby
Diprotodontia,Macropodidae,Petrogale,lateralis,19.2,4600,Black-flanked Rock-wallaby
Diprotodontia,Macropodidae,Thylogale,thetis,19.2,5400,Red-necked Pademelon
Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,20.2,5800,Koala
Diprotodontia,Macropodidae,Dorcopsis,muelleri,20.4,3150,Brown Dorcopsis
Diprotodontia,Macropodidae,Dorcopsis,luctuosa,20.6,6350,Gray Dorcopsis
Diprotodontia,Macropodidae,Petrogale,herberti,21.2,5150,Herbert s Rock-wallaby
Diprotodontia,Macropodidae,Petrogale,persephone,21.5,6200,Proserpine Rock-wallaby
Diprotodontia,Macropodidae,Thylogale,billardierii,22.1,5450,Tasmanian Pademelon
Diprotodontia,Macropodidae,Dorcopsis,hageni,22.5,5500,White-striped Dorcopsis
Diprotodontia,Macropodidae,Petrogale,xanthopus,23,7500,Yellow-footed Rock-wallaby
Diprotodontia,Macropodidae,Macropus,eugenii,23.7,6500,Tammar Wallaby
Diprotodontia,Macropodidae,Petrogale,penicillata,23.9,7100,Brush-tailed Rock-wallaby
Diprotodontia,Macropodidae,Macropus,irma,24.7,8000,Western Brush Wallaby
Diprotodontia,Macropodidae,Macropus,greyi,25,19000,Toolache Wallaby
Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,26.2,7195,Lumholtz s Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,ursinus,26.3,8200,Ursine Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,matschiei,27.5,8800,Huon Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,28.4,7500,Goodfellow s Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,spadix,28.5,9100,Lowlands Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,scottae,29.2,10500,Tenkile
Diprotodontia,Macropodidae,Macropus,dorsalis,29.2,11250,Black-striped Wallaby
Diprotodontia,Macropodidae,Dendrolagus,inustus,30.1,13450,Grizzled Tree-kangaroo
Diprotodontia,Macropodidae,Dendrolagus,dorianus,32.3,9550,Doria s Tree-kangaroo
Diprotodontia,Macropodidae,Wallabia,bicolor,32.9,15000,Swamp Wallaby
Diprotodontia,Macropodidae,Macropus,agilis,33.3,15000,Agile Wallaby
Diprotodontia,Macropodidae,Macropus,rufogriseus,36,16200,Red-necked Wallaby
Diprotodontia,Macropodidae,Macropus,parryi,41.3,13500,Pretty-faced Wallaby
Diprotodontia,Vombatidae,Lasiorhinus,latifrons,55.5,26000,Southern Hairy-nosed Wombat
Diprotodontia,Macropodidae,Macropus,antilopinus,56.8,27250,Antilopine Kangaroo
Diprotodontia,Macropodidae,Macropus,fuliginosus,58,28850,Western Grey Kangaroo
Diprotodontia,Macropodidae,Macropus,robustus,59,21200,Wallaroo
Diprotodontia,Vombatidae,Vombatus,ursinus,59,26000,Common Wombat
Diprotodontia,Macropodidae,Macropus,rufus,62.4,46250,Blue Flier (females)
Diprotodontia,Macropodidae,Macropus,giganteus,69.8,26400,Eastern Grey Kangaroo
Diprotodontia,Petauridae,Petaurus,biacensis,1.68,84.5,Biak Glider
Diprotodontia,Petauridae,Petaurus,abidi,3.83,284,Northern Glider
Diprotodontia,Phalangeridae,Phalanger,rothschildi,6.14,1244,Rothschild s Cuscus
Diprotodontia,Phalangeridae,Strigocuscus,pelengensis,6.22,991,Banggai Cuscus
Diprotodontia,Phalangeridae,Phalanger,intercastellanus,7.35,1434,Eastern Common Cuscus
Diprotodontia,Phalangeridae,Spilocuscus,kraemeri,11.5,1547,Admiralty Island Cuscus
Erinaceomorpha,Erinaceidae,Atelerix,albiventris,2.24,280,Four-toed Hedgehog
Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,1.9,250,Long-eared Hedgehog
Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,2.4,550,Brandt s Hedgehog
Erinaceomorpha,Erinaceidae,Mesechinus,dauuricus,2.9,342,Daurian Hedgehog
Erinaceomorpha,Erinaceidae,Atelerix,algirus,3.2,790,Algerian hedgehog
Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,5.5,957,Moonrat
Hyracoidea,Procaviidae,Procavia,capensis,19.47,2321.67,Cape hyrax
Hyracoidea,Procaviidae,Heterohyrax,brucei,12.27,2625,Yellow-spotted Rock Hyrax
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,12.3,2950,Southern Tree Hyrax
Lagomorpha,Ochotonidae,Ochotona,hyperborea,2.22,120,Northern Pika
Lagomorpha,Ochotonidae,Ochotona,princeps,2.39,169,American Pika
Lagomorpha,Ochotonidae,Ochotona,rufescens,2.75,250,Afghan Pika
Lagomorpha,Leporidae,Sylvilagus,audubonii,6.07,792.5,Audubon's Cottontail
Lagomorpha,Leporidae,Sylvilagus,bachmani,6.58,712.4,Brush Rabbit
Lagomorpha,Leporidae,Sylvilagus,floridanus,7.56,1036,Eastern Cottontail
Lagomorpha,Leporidae,Lepus,americanus,9.72,1500,Snowshoe Hare
Lagomorpha,Leporidae,Lepus,capensis,10.78,2412.5,Arabian Hare
Lagomorpha,Leporidae,Oryctolagus,cuniculus,11.09,2157.6,European Rabbit
Lagomorpha,Leporidae,Lepus,nigricollis,11.49,1961,Black-napped Hare
Lagomorpha,Leporidae,Lepus,californicus,13.23,2314.9,Black-tailed Jack Rabbit
Lagomorpha,Leporidae,Lepus,europaeus,14.35,1954,Brown Hare
Lagomorpha,Leporidae,Lepus,arcticus,15.8,4231,Arctic Hare
Lagomorpha,Leporidae,Sylvilagus,brasiliensis,4.5,439,Forest Rabbit
Lagomorpha,Leporidae,Lepus,timidus,15.1,3274.5,Mountain Hare
Macroscelidea,Macroscelididae,Rhynchocyon,petersi,5.4,370,Black and Rufous Elephant Shrew
Macroscelidea,Macroscelididae,Elephantulus,intufi,1.14,49.545,Bushveld Elephant Shrew
Macroscelidea,Macroscelididae,Elephantulus,fuscipes,1.33,57,Dusky-footed Elephant Shrew
Macroscelidea,Macroscelididae,Elephantulus,myurus,1.37,54.576,Eastern Rock Elephant Shrew
Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,5.9,507.5,Checkered Elephant Shrew
Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,0.81,24,Monito del Monte
Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,10.08,1389,Platypus
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,20.73,4250,Short-beaked Echidna
Monotremata,Tachyglossidae,Zaglossus,bruijni,37.35,7500,New Guinean echidna
Notoryctemorphia,Notoryctidae,Notoryctes,caurinus,0.78,55,Northern Marsupial Mole
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,0.65,23.5,Chilean 'shrew' opossum
Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,0.68,35,Dusky Caenolestid
Peramelemorphia,Chaeropodidae,Chaeropus,ecaudatus,2.4,200,Pig-footed Bandicoot
Peramelemorphia,Peramelidae,Perameles,bougainville,3.21,226,Western Barred Bandicoot
Peramelemorphia,Peramelidae,Echymipera,kalubu,3.67,950,Common Echymipera
Peramelemorphia,Peramelidae,Echymipera,rufescens,3.73,1700,Long-nosed Echymipera
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,3.81,538,Striped Bandicoot
Peramelemorphia,Thylacomyidae,Macrotis,leucura,4.3,355.5,Lesser Bilby
Peramelemorphia,Peramelidae,Isoodon,macrourus,4.42,1600,Northern Brown Bandicoot
Peramelemorphia,Peramelidae,Echymipera,clara,4.48,1236.5,Clara s Echymipera
Peramelemorphia,Peramelidae,Perameles,gunnii,4.5,750,Eastern Barred Bandicoot
Peramelemorphia,Peramelidae,Perameles,nasuta,4.96,960,Long-nosed Bandicoot
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,6.33,830,Raffray s Bandicoot
Peramelemorphia,Thylacomyidae,Macrotis,lagotis,6.57,1800,Greater Bilby
Peramelemorphia,Peramelidae,Isoodon,obesulus,4.03,691,Southern Brown Bandicoot
Peramelemorphia,Peramelidae,Rhynchomeles,prattorum,4.9,907,Ceram Island long-nosed bandicoot
Perissodactyla,Equidae,Equus,asinus,434,234000,African Wild Ass
Perissodactyla,Tapiridae,Tapirus,indicus,265,201000,Asian tapir
Perissodactyla,Equidae,Equus,zebra,548,275885,Cape mountain zebra
Perissodactyla,Rhinocerotidae,Diceros,bicornis,655,765450,African black rhinoceros
Perissodactyla,Equidae,Equus,caballus,693,340722,Horse
Perissodactyla,Tapiridae,Tapirus,bairdii,85,14260,Baird's Tapir
Perissodactyla,Tapiridae,Tapirus,terrestris,180.5,160000,Brazilian Tapir
Perissodactyla,Equidae,Equus,quagga,562,264514,Plains Zebra
Perissodactyla,Equidae,Equus,burchellii,612,250000,Burchell's Zebra
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,643,1400000,Southern White Rhinoceros
Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,786,2250000,Indian One-horned Rhinoceros
Pholidota,Manidae,Manis,tricuspis,9.4,1790,Tree Pangolin
Pholidota,Manidae,Manis,javanica,13.7,5150,Sunda Pangolin
Pholidota,Manidae,Manis,pentadactyla,17.64,4675,Chinese Pangolin
Pilosa,Bradypodidae,Bradypus,variegatus,16.03,3263,Brown-throated Sloth
Pilosa,Megalonychidae,Choloepus,hoffmanni,24.54,5048,Hoffmann s Two-toed Sloth
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,27.5,4361,Collared Anteater
Pilosa,Megalonychidae,Choloepus,didactylus,28.2,5070,Linnaeus s Two-toed Sloth
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,84,18940,Giant Anteater
Pilosa,Cyclopedidae,Cyclopes,didactylus,4.29,400,Silky Anteater
Pilosa,Bradypodidae,Bradypus,tridactylus,24.9,4097,Pale-throated Sloth
Primates,Cheirogaleidae,Microcebus,rufus,1.716401667,42.5,Eastern Rufous Mouse Lemur
Primates,Cheirogaleidae,Cheirogaleus,adipicaudatus,3.037359,340,Spiny Desert Dwarf Lemur
Primates,Galagidae,Galago,thomasi,3.1175415,116.5,Thomas s Bushbaby
Primates,Cheirogaleidae,Cheirogaleus,medius,3.34,179.67,Fat-tailed Dwarf Lemur
Primates,Tarsiidae,Tarsius,syrichta,3.358721556,125.5,Philippine Tarsier
Primates,Galagidae,Galago,moholi,3.705247654,148.379097,Moholi Bushbaby
Primates,Galagidae,Galago,matschiei,4.621870667,209.5,Dusky Bushbaby
Primates,Galagidae,Euoticus,pallidus,5.185675111,300,Northern Needle-clawed Bushbaby
Primates,Galagidae,Galago,gabonensis,5.357372143,273,Gabon Bushbaby
Primates,Galagidae,Euoticus,elegantulus,5.534683,274,Southern Needle-clawed Bushbaby
Primates,Galagidae,Galago,cameronensis,5.580927369,251.5,Cross River Bushbaby
Primates,Cheirogaleidae,Mirza,coquereli,5.79587525,311.5,Coquerel's Giant Mouse Lemur
Primates,Cheirogaleidae,Phaner,pallescens,6.681421429,339,Pale Fork-crowned Lemur
Primates,Lepilemuridae,Lepilemur,dorsalis,6.7,870,Black-striped Sportive Lemur
Primates,Lepilemuridae,Lepilemur,leucopus,6.869683333,605.5,White-footed Sportive Lemur
Primates,Lorisidae,Arctocebus,calabarensis,6.921393272,309,Calabar Angwantibo
Primates,Lepilemuridae,Lepilemur,edwardsi,7.25,931,Milne-Edwards s Sportive Lemur
Primates,Cebidae,Callithrix,jacchus,7.73,347.45,Common Marmoset
Primates,Indridae,Avahi,occidentalis,7.95,801.4,Western Woolly Lemur
Primates,Lepilemuridae,Lepilemur,ruficaudatus,8.25,804.5,Red-tailed Sportive Lemur
Primates,Cebidae,Saguinus,niger,9.481117691,375,Black Tamarin
Primates,Cebidae,Saguinus,pileatus,9.555186215,524.5,Red-capped Tamarin
Primates,Cebidae,Saguinus,oedipus,9.64,327.14,Cotton-top Tamarin
Primates,Cebidae,Saguinus,leucopus,9.701980496,524.5,White-footed Tamarin
Primates,Lepilemuridae,Lepilemur,microdon,9.75,970,Small-toothed Sportive Lemur
Primates,Cebidae,Saguinus,midas,9.783900055,563,Midas Tamarin
Primates,Cebidae,Saguinus,labiatus,10.01174938,520,Red-bellied Tamarin
Primates,Galagidae,Otolemur,monteiri,11.4,1318.5,Silvery Greater Galago
Primates,Galagidae,Otolemur,garnettii,11.49575776,764,Garnett's Greater Galago
Primates,Galagidae,Otolemur,crassicaudatus,11.77750484,1150,Brown Greater Galago
Primates,Cebidae,Leontopithecus,chrysomelas,11.84274929,655,Golden-headed Lion Tamarin
Primates,Cebidae,Leontopithecus,rosalia,13.05,512.38,Golden Lion Tamarin
Primates,Lemuridae,Hapalemur,alaotrensis,13.8,1239.5,Bandro
